relativePath,size,md5,sha256,gameType,language,isRequired,metadata
!HotkeysLeikezeIndicatorsZH.big,38460754,2961c9d40bf7fd3befbbb237f19ce204,f6ddeb9e09a6e8fec6d865257e0f8c73b9daefbafeb35a9dd09d40fae9a03733,ZeroHour,EN,False,"{""category"":""other""}"
!HotkeysLeikezeZH.big,937491,4b12fcd3c977bcbb28ac1bf58e3e1704,f5366e546160269ba57bb82be461050b286766159c41154b4b68d3e1e4fa8b01,ZeroHour,EN,False,"{""category"":""other""}"
00000000.016,153720,614156f3dc3ada5d21a5f0cb60ce5bf1,a85138edc09cd8c51b337674999b9cea16ef1a25259c7f4f7810edb3add55a0b,ZeroHour,EN,False,"{""category"":""other""}"
00000000.256,308276,5d8160359b90e0dd13d191e87fd84010,6b4db9327a858fd6a8ee77362b7fc0b6457279a57d942d5143fb7a0230e0b7e3,ZeroHour,EN,False,"{""category"":""other""}"
310_ExpandedLANLobbyMenu.big,104102,0b666d8441ecd4cc96b351013479f80e,86280f21f332e1d47ff06408435a99870a7980c88c270b2fe1aed7219f8fbcfb,ZeroHour,EN,False,"{""category"":""other""}"
340_ControlBarProArt1080ZH.big,9702796,ebcf82f0251fa8921d291605db8aeff4,555aa820f02b56bc2bf2509dbce2bdc3d5c8bb0a92c65b99926a750519b7035e,ZeroHour,EN,False,"{""category"":""other""}"
340_ControlBarProData1080ZH.big,1291228,19756a15bdd8f222075d69d847efc298,423896a825f210760a82336d3a515e3b78b461a5e3edee64a7286415763970a6,ZeroHour,EN,False,"{""category"":""other""}"
340_ControlBarProZH.big,376,85c58bc26fb303bc080c3c0769db9c1c,10837c0d269605d4e0129869d17d7c6221a729692695c851cbed15431751e8ac,ZeroHour,EN,False,"{""category"":""other""}"
990_DecalsZH.big,7519527,f08ff11bee730f1d4d322736bcbe6408,b9cdd0445b5724aed55421cc2dd7dac97380e83d12728eb6b168a420a9dfea4f,ZeroHour,EN,False,"{""category"":""other""}"
AudioEnglishZH.big,58326522,5e6d3b22c4dc45b421417feb21a89427,85109b5cb4a5ef75c5fdd1fe1a66957d951f98f028e10e3729dddc2309402914,ZeroHour,EN,False,"{""category"":""other""}"
AudioZH.big,23965542,03edcec3e410dd2e6bfb99f92087ad39,6fbd05e43491bfd5f56c9250c3f9c30fc3061cd5867cb912c46486fc78f5e8c7,ZeroHour,EN,False,"{""category"":""other""}"
BINKW32.DLL,358963,e58a20c9e7b342d5ca1f5ba75f1d1108,892a51c4056efcb22297a3b44a3491e3f5888f28b08ed1b17030f24acffedb44,ZeroHour,EN,False,"{""category"":""other""}"
d3d8.cfg,62,c0a334f632f616330cbb9aa34aeac23c,a54b6a2372db847a779acd4b450ec1ec86410953376dfe13f2fa43c1ea5ef79a,ZeroHour,EN,False,"{""category"":""other""}"
d3d8.dll,3843584,8a88058ccb6d2512df70b4c1c80e1317,be5276180d04b3de9abd20aeaf2c1f65a2b65c800233ce49d5e77f1ab42441f7,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCAttack_S.ani,1666,548a3180cc4fadcdf669ea455e6e1921,8e1a57bd031bc8565775f78a162eb0b2f81444d464466e57d43838a116b38ab2,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/sccattack.ani,6398,6d899deaefe2228081f28073a9485ade,fa13992a0603390b0c8fa4200cfca7ee9eb0744cb55b87f49aebee55e5711216,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCAttMov_S.ani,1670,3bd9ee4b858660bbf45fa393dc1c04c5,b9c38e1c1a9294b3afcd029162a79bbbfc285770b5e1ff82998a604755ad7e19,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCAttMov.ani,5644,f06b765c53fda761aebe4f8b4045cd08,c6b2ac92c9d8d8a15bd411dc3e3cf6e276b081cef20035ca82647f0168085714,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCCashHack.ani,7896,19efb6c96fb3b30adfcf6d8ad6fa7981,b41565b664457a00d87efbd24b5681155967620df5ae64a54d28aa9780279385,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCEnter_S.ani,2446,f48af1584768ade129a8a6c4f049b452,858479b74fafd998f1496b69edf2e44245a0c2f8bc8dc6c7ecb9b90d62c7370f,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCEnter.ani,2440,20f9bc7c814947b4cec1349c4bb8bfb7,037ab0691bebf9b4a985d194d0619e9fefa0330a07d4c85bb5047c26d10c5787,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCExit.ani,2436,acf7171dfbe1f72d64c9c08a6a190469,590d419191ec781d97fa7e375498eb99270eeccf8d9ee75bb5c3c67e9dcb620a,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCFriendly_S.ani,6358,5578eda24455b8416ac223d29b4ce475,488b83907f2b12c35d1e3d688a3564acd309d4f2afa1185cade157aee40fc238,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCFriendly.ani,6344,9f7a4f16f5cafbf36e865285ec360638,f7b424afb5575067fffe02cf1afdeb53f62f81ee85a12d581e2a76b5ab418652,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCGuard.ani,1616,1b24328b2926ca7bede732be68b4a4c1,fa8c51b348106c3ede587fc0a13deb63aa54a5db38ce8f582f03b761d57f6150,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCHeal.ani,2478,d12a7573375158375a33131339598d51,32997e09311a684687ab8a339d63d3f075eab98def7e8e0c47b4519b9763a695,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCHostile_S.ani,1674,aa715bed9e28d9dd5a13a56b8fec2e90,73f2fb4c8871afbaa49d6a5cbd34c53e4f29cead68f571d7aab5a5b406c893ea,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCHostile.ani,3270,bf03d453be48a42b218c084cbe19e578,78133602f6b1eceb6257895e9eaeadeb07ddbc9e969f6ac69b6bcbe16b5244ed,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCHostile2.ani,8634,f46b0d70e7c29ddb6b24a14dc053fb95,69a82c2f23d5608f039ce47cde2fe955ec1e4dc9971082ef2c24035f04d0738c,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCHostile3.ani,25792,92918392b8969da0d4562b5636df397c,b86c5be45dbf421172de0d12f4f1b237ce1844ad67ce614620490d60a5cbc5b5,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCKnifeAttack.ani,3966,eb68b3991a575c6ee2247c66b9ff01da,922ba292078be4b9f697450bcf68e23b6bcd9344f433b64641c856f15cc040a1,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCMove_S.ani,1664,3b33efc0b64e1b35f07afb8e098d5cf8,0a60c8f9b6da230767f10275ca97a57347d65a39468f953db122e0f93b07793c,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/sccmove.ani,5638,728cd67cd5a9c8c133f4a05d0a7424ea,edcc9a98a24e0e21bd89e45db2fcdf04c5d3ac359616db96ea6c33407df04c82,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCNoAction_S.ani,892,d9612607ce26ba18da3c98187ba8f60a,2cfa77a51eb15ab54359c13c27b926d7b0f948f2c91d4a1928d139d70ceacb02,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCNoAction.ani,886,cc4e179474a670631835d81725830882,116f51bd9073187b7b2fba0ce08bbe3417cd5daacec7b2af6b78a60afd07d6ff,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCNoBomb.ani,886,48237559686d7aaf721d2cb5109efa67,03e4cd887ab8283a8594b4ae54c0f73b159dce2ebf2df069923531de89be0d7a,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCNoEntry_S.ani,1682,121ffb04e7785ef03dba6de7930d5899,2b76be67e3d75d0cc428efb1563c08c0a6f717d95ffdeb1696c70ba446c92c09,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCNoEntry.ani,1676,bf2c1b618dff02c56bed38e7c69b19ba,ab8fed4bf8bf5bf6ff8e79a40bc89afe9c6bc7c13e2b1f5577506bb48d017803,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCNoKnife.ani,886,973eebf5e3893f3e1ce04ebab5f2b5eb,49d8a05655d9af4bf5c6ab3c7f15e2c86dc1037cc2c016c093d22eada35d75f0,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCOutrange.ani,16460,f18891ca6f6be7f2bc8feeeda196ac80,8539c4a441775dd7ccf5c1faf0cb79fdd5fb6c6797f7d7d3ca98768348429741,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCPlace.ani,1680,dc039f3410c790f3666ac7dc611ef801,a149ac8f358c82b6fd89e2e3fef32b6b1d11adcfd846c3560fd388d75c166e0b,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCPlaceBeacon.ani,7078,82c144ddda013cf670954944a79b2196,d32b4336cbe21101cb872fe9e650f0cad9c77f86fdc26286484448c3fc00b8a6,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/sccpointer.ani,884,54199240e4efefa204418c6c973221b2,ad3829b3e6262f8881ad2a3ddc90e7add848ca5b6bb8fda76facd6ea3a98df00,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCRallyPnt_S.ani,1668,1b3d007599e9307b758c28748321c10b,cfb1cd7baed30b94d5b47a659296738376cafeb4dc492dda6b2c9e5de534d1b9,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCRallyPnt.ani,4064,cec0a2074598b34bebe51d14f7783d31,9d15def280ae76cc3aff9f5ae61547f035b9841ed42e647d13d4cae596a2065d,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCRemoteChg.ani,9412,f8a2450fc0f82f28f584af001dbfbc30,d60b49ac06ae56b56fc03e6cbbf6d1bdbf0bc66eaacec621d7cd0caffd300d6d,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCRepair.ani,5640,a7a77357ec53203c1af9164acf6abff7,baaaa22fb2b331660321833659967d8d057cb50ab31cd2b927459ff0c548ecb6,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCResumeC.ani,17970,a5941a513b20dc2165e7ed9fd2cfdf12,cea73ea5cf0dc34d8299d42ec965eaf2c98a7a501ab1bd5599407f3af91f7e85,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/sccscroll0.ani,888,69a1fbc2773ec932f6a5a7fb37f7f12f,0560079fe4782ac89942eb45e94de7011eb1f4ebb39230890e4917d612bc5d01,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/sccscroll1.ani,888,6aacbae0874a6c9aa335e35947a8ebd0,c48c8691866637e0fa9fc98bb40e2d8240370b4cafd7b767c1595b58789eb06c,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/sccscroll2.ani,888,43f6019d566d0aa8759a42d0a5bec5cd,e62fe7da074898004ee7ef81626830fa94332b3a9d4fe8987e948cea0e2ac1f9,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/sccscroll3.ani,888,6f2e50e14ff2776eae76d961a4a5bfc7,f9c2a000c946a6f6bb420d9671c9ba21a9fc14821a5692a5f2e5b4755fdebb8d,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCScroll4.ani,888,a169748d79da826c10d7e5149c7fd41e,ec77136c9768ca3c50216ae92269aa5fae4f29197a13a355c6f92fcf53ecb279,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCScroll5.ani,888,f17a6fc61a7b944bf5eed66d8242d5ca,2ccb9140e23faf6cc98560e545a54b83efce54dd1bfb01ea84119732d0f04433,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCScroll6.ani,888,33618b4ed32fcec63df6fea44b98bac8,46186f3e8e9243edda6e0baf00e0a0fcaaf5e5d9b4d4531bf13393fdda67acc9,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCScroll7.ani,888,eaae99658bb1a5d14ea89ae89aaf32e0,00904ceec2de7e828c1a5fbe224b1ebf6cb19543f3d24381b64d4329a510e46b,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCSDIUplink.ani,16460,1443e1a4d8c5665e6a88288e1b03e7b0,11de6fad707df80023f91c011569de86705b2770cd1df5bb0394481bf5794fb5,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCSelect.ani,6388,21d58f3402a7f33ca5422fc865d2d602,42840130f31fa90c880ba2855fecff0c4a1cd3e903e6eea862ab95b8dc876427,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCSell.ani,1672,21f1c178ab89de9b364cc8709ad0dce8,3a9dcadef511ad9a2dd1ca9b31eac33a7aa58b652554cd1d18c628c87fab1a4d,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCSniper.ani,15636,29c81451b838097f4baed9b00c3f2873,258ce022aa05087bd0772484d3aceff49b9beb532cd8a8d524f9eb97be57de80,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCSpyDrone.ani,1632,b30aaf4f9ef73831165b1e280050da14,6a4302a4a897d6ded38ee0216bc45975406d40a73270eed12d13cb73c868ba34,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCStop.ani,882,28eb1d384c4ff53a0b44352fd62455b3,ebd5c2968465f5e3898d38d3a737f2bda387be6be6ee246712a5081d703150a1,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCTimedChg.ani,8634,c84d13defbb211c95a8015cfc743320c,727c0863496e777929a86425fcc849e7041b77e3209151f566fe233bf8a2bce6,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCTNTAttack.ani,4744,23569a40a3dbe637a6fdd839d25f58ec,e5c03a381c120e26d04c5c7495c88bf43224f51d89e9ca9d7dea84a5903285fd,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCWaypoint_S.ani,1682,b7566c5d6d3bc8e604f6c07b9dedf4ff,1c585e4c98e05ad6fa916f6d496dcac8673ee651a8cd6743319850e3d14bd4bc,ZeroHour,EN,False,"{""category"":""other""}"
Data/Cursors/SCCWaypoint.ani,1676,c76b8d01c707588e02aea0c9ae052c54,6335fdebaa2ce98e17fec156d75ff9b089ab0f42b70170e5f18383abc73f1e88,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/Comp_AirGen_000.bik,346496,13ea362d7b47cd7247af5e433e31f16b,2d40193202eb94c4b61d504541e914453c72734ab69777f8805c900607d9b44e,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/Comp_AirGen_inv_000.bik,151536,e72d42f551369f6f827009696642e7e2,9eaeb8644884408b0b12f4f635939d013baea7d17813794a8760c81bab10e375,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/Comp_BossGen_000.bik,346964,06e4f22ea5b688b3b8704dd9a2224484,2c5b1fc04a58ab23a140ef5f604370200754db649726fb1f07ed51fd1e34f91a,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/Comp_BossGen_inv_000.bik,346988,26a765a7dbe257ff065b6a1db6c215a9,113b95f527ab763bb48d598095c0dd570dff925f097ea231d3f18b696d06c620,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/Comp_DemolGen_000.bik,346204,79f69494f98c180251dc20d4942d3693,43bff2a3b1b88e986038e497080f153a2aa3cfa8ca858bd4c179433ea71a9820,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/Comp_DemolGen_inv_000.bik,346196,50f505f6a145b77b922c1ce1fc121fec,787436021a38fc4390ef1d9f4672eb05cc5d1da07df81f4989f8bea0289565c8,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/Comp_InfantryGen_000.bik,346660,909cd4a92955a09cfa5a5d757986cba6,c5dec5ffc859340b06b97bc6e3f50ed48d3aee4022808dae26f52dd32566ce25,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/Comp_InfantryGen_inv_000.bik,346644,beb578d242b377c7ad85772888c5f3e6,f9c6a21d40ecce522b25e31e3759b75c5d0b2aa9654e89cb922b8109b1ccd259,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/Comp_LaserGen_000.bik,346720,def7d95800704d912857326956621e34,52c33f472f294b243051d7a8f7e16f84256ef5f83e669ecbd63d6e779cf80289,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/Comp_LaserGen_inv_000.bik,152152,c6b2fd8c8584e726eb22c83ce47f0bbf,4db8ef4958b397ce3ff6d70bd5559fe52dcae55e5cae11ec383ba678c166a134,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/Comp_NukeGen_000.bik,346788,0980302323d3e57b0e8a10a13b2d0484,e42916ce2dbc58c626e8faf4d71ed870d000e0c31e3cacca3eed9a213bf5ccfa,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/Comp_NukeGen_inv_000.bik,346844,8091a036c4013b40914e3e353ec3066b,c2221846962aa329fe184867effd9b58a755b4ef088c799235ce2a6cfeb5a92d,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/Comp_StealthGen_000.bik,346780,a2805a2af305c3dd696034ec3092757e,b98d23db78e1c5fcb4a4c821210e0209aba982f567c5dd1169d75138df8b0ad8,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/Comp_StealthGen_inv_000.bik,346576,95f63b145cfbea47c8b2b43dcc5e6e6c,13367541c8eef647f944b689027de3b9e05527fb0c01fea3db76442e96c5594b,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/Comp_SuperGen_000.bik,346716,c41c7c55a307b7348816c65ab8615318,48f5c1b8e1a4b8385742b9f4186ef3245d081c6d81a57309f9d6dd787adae5e2,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/Comp_SuperGen_inv_000.bik,346760,99f88fab06fbf9450a78a9d769c52a12,4c532ac82135eb891aace70cbad07de9e0dbb8b829b4c855122cf0024fd49c06,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/Comp_TankGen_000.bik,346692,fa21d37a99b75bd6f05999bf8b54e075,d38eda028458e75806d52aad0d8d91a6f9a5de9ecd61ddb41914be89aa06c9ee,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/Comp_TankGen_inv_000.bik,346824,854ca0f56855864f577bdd0e32bf0eb9,39cd6967d21b3480fbd87750052ffe9305adde460a2c66cfdc199b4adec1ac8b,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/Comp_ThraxGen_000.bik,346192,73cb03cab7bd8e822d46f61250865d77,78995480ccf11157e5a65fb553371683de8b6a34dbba7cc756e55fd1bdf39311,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/Comp_ThraxGen_inv_000.bik,346212,c52f4f03b949d321e126104500167a3a,f33251a5fa071bfc0326b4cbe7ba5c423c8de886f98dc7fe22659e247ed99725,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/EA_LOGO.BIK,1596884,30d68ce60d0433e58a77def4f2d6c0fa,ee0f3965f1733ec71a3f60aedc09ae0a53e32e7af9fa97dd5601c2d2ce8aae82,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/EA_LOGO640.BIK,839924,00d2b4af0fcba270f0c4d50fdab8e71a,e6f33cf7523f09ac8368badee30b394c3a8f263b8d5aca5c26f2535857c43480,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/MD_China01_0.bik,18455164,58b447f059cc41672f4463533cedf269,1c46249e9145606f09346dff88616e0ac95d3d40d193d53e134594e4693553b5,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/MD_China02_0.bik,13208784,7ca5f9a4e00e740d8bafbf8a9f7b5a79,09696f151d47db3c8f99fa1f35e862f803e6b1f7b77613a32fc1d674ae589e62,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/MD_China03_0.bik,14858580,abe073e844cda10163b6b3c8f15bcd80,192ca2cb20e4d7f7b37234a61146854dbae50dedf3405f2bfa89c0d304239c2c,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/MD_China04_0.bik,16527788,78e2d3e6562d093e2bb3e906f2cd0a45,43f130f39cded46e84b49bff079f791e8e3566e95037547618da0cb9bb89de7c,ZeroHour,EN,False,"{""category"":""other""}"
Data/English/Movies/MD_China05_0.bik,15937612,8de7f4742ea9b8a7e124a664dff9898e,2341a9531021808560fdac241d14ecc2a678e86c013af74161a484cd5a05713c,ZeroHour,EN,False,"{""category"":""other""}"
